MNC5687700	[PF00569.7;ZZ]
MNC5696231	[PF04739.3;AMPKBI]
MNC5696230	[PF00076.9;RRM_1]
MNC5687549	[PF00056.10;Ldh_1_N]
MNC5696238	[PF00416.10;Ribosomal_S13]
MNC5694908	[PF00400.17;WD40]
MNC5694900	[PF00106.12;adh_short]
MNC5694901	[PF07320.1;Hin1]
MNC5687552	[PF00240.11;ubiquitin]
MNC5688779	[PF00238.9;Ribosomal_L14]
MNC5688786	[PF00069.12;Pkinase]
MNC5688783	[PF00107.13;ADH_zinc_N]
MNC5693958	[PF06749.1;DUF1218]
MNC5693957	[PF00080.8;Sod_Cu]
MNC5693951	[PF05047.5;L51_S25_CI-B8]
MNC5693949	[PF01894.6;UPF0047]
MNC5693956	[PF01501.8;Glyco_transf_8]
MNC5693955	[PF03171.8;2OG-FeII_Oxy]
MNC5693954	[PF01190.7;Pollen_Ole_e_I]
MNC5694946	[PF00266.8;Aminotran_5]
MNC5691291	[PF06749.1;DUF1218]
MNC5691292	[PF00234.9;Tryp_alpha_amyl]
MNC5691295	[PF00026.12;Asp]
MNC5691294	[PF00070.14;Pyr_redox]
MNC5693704	[PF05605.1;Di19]
MNC5691297	[PF02716.4;Isoflavone_redu]
MNC5693700	[PF05091.2;eIF-3_zeta]
MNC5693699	[PF00060.15;Lig_chan]
MNC5693702	[PF00069.12;Pkinase]
MNC5695053	[PF07320.1;Hin1]
MNC5695055	[PF04727.3;ELMO_CED12]
MNC5695049	[PF01871.7;AMMECR1]
MNC5695051	[PF00141.10;peroxidase]
MNC5695052	[PF03171.8;2OG-FeII_Oxy]
MNC5697736	[PF01467.13;CTP_transf_2]
MNC5697732	[PF01466.7;Skp1]
MNC5697731	[PF03953.6;Tubulin_C]
MNC5697730	[PF00141.10;peroxidase]
MNC5692925	[PF00230.8;MIP]
MNC5692924	[PF00999.9;Na_H_Exchanger]
MNC5692923	[PF00060.15;Lig_chan]
MNC5692927	[PF00067.10;p450]
MNC5689328	[PF01167.7;Tub]
MNC5687540	[PF00892.8;DUF6]
MNC5693528	[PF00477.7;LEA_5]
MNC5690456	[PF00107.13;ADH_zinc_N]
MNC5690450	[PF03690.3;UPF0160]
MNC5690449	[PF03514.3;GRAS]
MNC5692672	[PF01764.12;Lipase_3]
MNC5692671	[PF07944.1;DUF1680]
MNC5692323	[PF02704.4;GASA]
MNC5692326	[PF07731.1;Cu-oxidase_2]
MNC5690519	[PF01095.8;Pectinesterase]
MNC5690524	[PF03018.4;Dirigent]
MNC5688170	[PF03171.8;2OG-FeII_Oxy]
MNC5688171	[PF00108.10;Thiolase_N]
MNC5697598	[PF00657.10;Lipase_GDSL]
MNC5697597	[PF00416.10;Ribosomal_S13]
MNC5693121	[PF00141.10;peroxidase]
MNC5697595	[PF01704.7;UDPGP]
MNC5697593	[PF00026.12;Asp]
MNC5693125	[PF03953.6;Tubulin_C]
MNC5697591	[PF03297.4;Ribosomal_S25]
MNC5697590	[PF01190.7;Pollen_Ole_e_I]
MNC5697589	[PF02466.7;Tim17]
MNC5689955	[PF00856.15;SET]
MNC5689949	[PF03081.5;Exo70]
MNC5688396	[PF00234.9;Tryp_alpha_amyl]
MNC5688389	[PF07859.1;Abhydrolase_3]
MNC5688392	[PF01466.7;Skp1]
MNC5688500	[PF00400.17;WD40]
MNC5688505	[PF02171.6;Piwi]
MNC5688506	[PF00125.10;Histone]
MNC5688503	[PF00892.8;DUF6]
MNC5697338	[PF00125.10;Histone]
MNC5697337	[PF00234.9;Tryp_alpha_amyl]
MNC5697332	[PF00177.9;Ribosomal_S7]
MNC5697331	[PF01248.11;Ribosomal_L7Ae]
MNC5697330	[PF03248.3;Rer1]
MNC5697329	[PF01015.7;Ribosomal_S3Ae]
MNC5697336	[PF07714.2;Pkinase_Tyr]
MNC5697335	[PF00082.10;Peptidase_S8]
MNC5697334	[PF00227.13;Proteasome]
MNC5687917	[PF00106.12;adh_short]
MNC5694450	[PF04051.4;TRAPP_Bet3]
MNC5694449	[PF00026.12;Asp]
MNC5694451	[PF02704.4;GASA]
MNC5694456	[PF01221.7;Dynein_light]
MNC5694457	[PF00155.8;Aminotran_1_2]
MNC5698064	[PF03371.3;PRP38]
MNC5698062	[PF00069.12;Pkinase]
MNC5698068	[PF00004.15;AAA]
MNC5696047	[PF01459.7;Porin_3]
MNC5696045	[PF00160.10;Pro_isomerase]
MNC5696046	[PF00400.17;WD40]
MNC5696040	[PF05564.2;Auxin_repressed]
MNC5696041	[PF00504.11;Chloroa_b-bind]
MNC5696550	[PF00838.7;TCTP]
MNC5696553	[PF01595.8;DUF21]
MNC5693759	[PF02458.5;Transferase]
MNC5693760	[PF00179.14;UQ_con]
MNC5693761	[PF04043.3;PMEI]
MNC5693763	[PF00026.12;Asp]
MNC5695791	[PF00155.8;Aminotran_1_2]
MNC5695974	[PF00400.17;WD40]
MNC5695971	[PF00847.8;AP2]
MNC5695797	[PF00234.9;Tryp_alpha_amyl]
MNC5693376	[PF00628.15;PHD]
MNC5693375	[PF00201.8;UDPGT]
MNC5693371	[PF00043.12;GST_C]
MNC5693370	[PF00237.8;Ribosomal_L22]
MNC5693369	[PF00490.9;ALAD]
MNC5693377	[PF00332.8;Glyco_hydro_17]
MNC5689463	[PF02219.5;MTHFR]
MNC5689134	[PF04193.4;PQ-loop]
MNC5689133	[PF03171.8;2OG-FeII_Oxy]
MNC5689136	[PF07770.1;SFT2]
MNC5689468	[PF01795.8;Methyltransf_5]
MNC5697167	[PF00070.14;Pyr_redox]
MNC5697168	[PF00076.9;RRM_1]
MNC5697166	[PF00270.15;DEAD]
MNC5697163	[PF01200.8;Ribosomal_S28e]
MNC5697164	[PF03953.6;Tubulin_C]
MNC5697161	[PF00230.8;MIP]
MNC5697162	[PF00702.11;Hydrolase]
MNC5697159	[PF00026.12;Asp]
MNC5690155	[PF00332.8;Glyco_hydro_17]
MNC5692479	[PF00179.14;UQ_con]
MNC5692482	[PF00628.15;PHD]
MNC5692483	[PF05687.2;DUF822]
MNC5696000	[PF00899.9;ThiF]
MNC5692487	[PF00501.13;AMP-binding]
MNC5692488	[PF00128.11;Alpha-amylase]
MNC5696001	[PF00043.12;GST_C]
MNC5691868	[PF00234.9;Tryp_alpha_amyl]
MNC5688829	[PF06830.1;Root_cap]
MNC5688537	[PF02136.9;NTF2]
MNC5697588	[PF00861.9;Ribosomal_L18p]
MNC5698257	[PF00069.12;Pkinase]
MNC5698255	[PF00107.13;ADH_zinc_N]
MNC5698251	[PF00013.15;KH_1]
MNC5698250	[PF00107.13;ADH_zinc_N]
MNC5696258	[PF02823.5;ATP-synt_DE_N]
MNC5696257	[PF00240.11;ubiquitin]
MNC5697579	[PF00847.8;AP2]
MNC5696252	[PF04144.3;SCAMP]
MNC5696254	[PF00332.8;Glyco_hydro_17]
MNC5696253	[PF00278.10;Orn_DAP_Arg_deC]
MNC5696256	[PF03953.6;Tubulin_C]
MNC5693137	[PF00141.10;peroxidase]
MNC5688764	[PF01875.7;UPF0103]
MNC5688763	[PF00069.12;Pkinase]
MNC5688766	[PF00113.9;Enolase_C]
MNC5688762	[PF00856.15;SET]
MNC5693933	[PF01190.7;Pollen_Ole_e_I]
MNC5693935	[PF00230.8;MIP]
MNC5693930	[PF02990.5;EMP70]
MNC5693929	[PF00428.7;Ribosomal_60s]
MNC5693931	[PF01439.7;Metallothio_2]
MNC5691234	[PF02469.8;Fasciclin]
MNC5691235	[PF00067.10;p450]
MNC5691230	[PF00180.7;Iso_dh]
MNC5691231	[PF00190.10;Cupin_1]
MNC5691232	[PF00314.7;Thaumatin]
MNC5691237	[PF00011.8;HSP20]
MNC5696513	[PF00240.11;ubiquitin]
MNC5696967	[PF00230.8;MIP]
MNC5696510	[PF03345.4;DDOST_48kD]
MNC5696511	[PF01915.11;Glyco_hydro_3_C]
MNC5696962	[PF00067.10;p450]
MNC5696960	[PF00121.7;TIM]
MNC5696966	[PF00118.12;Cpn60_TCP1]
MNC5696965	[PF06172.1;DUF985]
MNC5696964	[PF00504.11;Chloroa_b-bind]
MNC5695568	[PF02797.5;Chal_sti_synt_C]
MNC5695035	[PF00085.8;Thioredoxin]
MNC5695560	[PF00141.10;peroxidase]
MNC5695561	[PF00195.9;Chal_sti_synt_N]
MNC5695034	[PF07731.1;Cu-oxidase_2]
MNC5695563	[PF00650.8;CRAL_TRIO]
MNC5695032	[PF01467.13;CTP_transf_2]
MNC5695029	[PF07859.1;Abhydrolase_3]
MNC5695566	[PF01357.9;Pollen_allerg_1]
MNC5688510	[PF00227.13;Proteasome]
MNC5696441	[PF03009.7;GDPD]
MNC5690199	[PF01287.8;eIF-5a]
MNC5690650	[PF00201.8;UDPGT]
MNC5690207	[PF01145.11;Band_7]
MNC5696952	[PF05564.2;Auxin_repressed]
MNC5696445	[PF00240.11;ubiquitin]
MNC5696414	[PF00069.12;Pkinase]
MNC5692944	[PF02223.5;Thymidylate_kin]
MNC5692943	[PF01423.10;LSM]
MNC5692945	[PF00234.9;Tryp_alpha_amyl]
MNC5692940	[PF00106.12;adh_short]
MNC5692941	[PF00786.14;PBD]
MNC5689343	[PF00189.8;Ribosomal_S3_C]
MNC5692948	[PF00928.9;Adap_comp_sub]
MNC5694768	[PF00838.7;TCTP]
MNC5687561	[PF00935.8;Ribosomal_L44]
MNC5694762	[PF00854.10;PTR2]
MNC5694761	[PF00230.8;MIP]
MNC5694760	[PF04970.3;NC]
MNC5687568	[PF00297.9;Ribosomal_L3]
MNC5694765	[PF06364.2;DUF1068]
MNC5694763	[PF01667.6;Ribosomal_S27e]
MNC5690477	[PF07823.1;CPDase]
MNC5690476	[PF00254.14;FKBP_C]
MNC5691000	[PF01521.8;HesB]
MNC5690469	[PF07731.1;Cu-oxidase_2]
MNC5692698	[PF01734.9;Patatin]
MNC5692697	[PF00026.12;Asp]
MNC5692696	[PF04178.2;Got1]
MNC5694314	[PF02167.5;Cytochrom_C1]
MNC5694316	[PF05042.3;Caleosin]
MNC5694310	[PF07647.3;SAM_2]
MNC5694309	[PF01169.8;UPF0016]
MNC5694312	[PF00201.8;UDPGT]
MNC5694311	[PF00085.8;Thioredoxin]
MNC5689607	[PF05664.1;DUF810]
MNC5689602	[PF00152.8;tRNA-synt_2]
MNC5689600	[PF01946.6;Thi4]
MNC5689605	[PF02716.4;Isoflavone_redu]
MNC5692007	[PF01073.7;3Beta_HSD]
MNC5688191	[PF01399.12;PCI]
MNC5688193	[PF03242.3;LEA_3]
MNC5688194	[PF00490.9;ALAD]
MNC5688197	[PF03079.4;ARD]
MNC5692605	[PF01596.7;Methyltransf_3]
MNC5697107	[PF00006.11;ATP-synt_ab]
MNC5693188	[PF00230.8;MIP]
MNC5697102	[PF01474.5;DAHP_synth_2]
MNC5697101	[PF00189.8;Ribosomal_S3_C]
MNC5693186	[PF02485.8;Branch]
MNC5697106	[PF07731.1;Cu-oxidase_2]
MNC5697103	[PF00179.14;UQ_con]
MNC5697574	[PF03141.4;DUF248]
MNC5697573	[PF00005.12;ABC_tran]
MNC5697570	[PF00234.9;Tryp_alpha_amyl]
MNC5697569	[PF07731.1;Cu-oxidase_2]
MNC5697571	[PF00026.12;Asp]
MNC5697578	[PF00717.9;Peptidase_S24]
MNC5697577	[PF00923.8;Transaldolase]
MNC5689929	[PF00164.12;Ribosomal_S12]
MNC5689931	[PF01808.7;AICARFT_IMPCHas]
MNC5689933	[PF03029.6;ATP_bind_1]
MNC5691203	[PF00828.8;Ribosomal_L18e]
MNC5691205	[PF00125.10;Histone]
MNC5691206	[PF00454.13;PI3_PI4_kinase]
MNC5691201	[PF01627.11;Hpt]
MNC5691202	[PF01423.10;LSM]
MNC5691208	[PF03171.8;2OG-FeII_Oxy]
MNC5690664	[PF00657.10;Lipase_GDSL]
MNC5697902	[PF00749.9;tRNA-synt_1c]
MNC5697901	[PF00285.10;Citrate_synt]
MNC5697353	[PF00270.15;DEAD]
MNC5697356	[PF02866.5;Ldh_1_C]
MNC5697355	[PF02990.5;EMP70]
MNC5697358	[PF00182.8;Glyco_hydro_19]
MNC5697357	[PF01428.6;zf-AN1]
MNC5697907	[PF00069.12;Pkinase]
MNC5694999	[PF00025.10;Arf]
MNC5695002	[PF07014.1;Hs1pro-1_C]
MNC5695003	[PF00251.8;Glyco_hydro_32]
MNC5695005	[PF00234.9;Tryp_alpha_amyl]
MNC5695007	[PF00198.11;2-oxoacid_dh]
MNC5696237	[PF01008.7;IF-2B]
MNC5698082	[PF01425.8;Amidase]
MNC5698079	[PF01212.9;Beta_elim_lyase]
MNC5698080	[PF04795.2;PAPA-1]
MNC5698085	[PF00010.13;HLH]
MNC5698084	[PF00224.9;PK]
MNC5696573	[PF05915.2;DUF872]
MNC5696575	[PF00403.13;HMA]
MNC5696576	[PF00106.12;adh_short]
MNC5696021	[PF07774.1;DUF1620]
MNC5696577	[PF00230.8;MIP]
MNC5696578	[PF00036.17;efhand]
MNC5696027	[PF00128.11;Alpha-amylase]
MNC5693787	[PF03659.4;Glyco_hydro_71]
MNC5693788	[PF00656.10;Peptidase_C14]
MNC5693785	[PF00069.12;Pkinase]
MNC5693784	[PF03639.3;Glyco_hydro_81]
MNC5687299	[PF00182.8;Glyco_hydro_19]
MNC5695774	[PF00887.8;ACBP]
MNC5695773	[PF03248.3;Rer1]
MNC5695228	[PF05686.2;DUF821]
MNC5695222	[PF04536.4;DUF477]
MNC5695991	[PF05158.2;RNA_pol_Rpc34]
MNC5695226	[PF05042.3;Caleosin]
MNC5695777	[PF00297.9;Ribosomal_L3]
MNC5695224	[PF00234.9;Tryp_alpha_amyl]
MNC5691421	[PF00428.7;Ribosomal_60s]
MNC5691423	[PF05625.1;PAXNEB]
MNC5693398	[PF00582.13;Usp]
MNC5693392	[PF00085.8;Thioredoxin]
MNC5693393	[PF00481.9;PP2C]
MNC5693395	[PF00574.10;CLP_protease]
MNC5689488	[PF00860.9;Xan_ur_permease]
MNC5689479	[PF03143.5;GTP_EFTU_D3]
MNC5694193	[PF00112.10;Peptidase_C1]
MNC5694196	[PF07714.2;Pkinase_Tyr]
MNC5694197	[PF00097.10;zf-C3HC4]
MNC5690862	[PF00891.7;Methyltransf_2]
MNC5690864	[PF04853.2;Invertase_neut]
MNC5690868	[PF04263.5;TPK_catalytic]
MNC5692467	[PF01738.6;DLH]
MNC5692459	[PF00535.12;Glycos_transf_2]
MNC5692132	[PF02987.6;LEA_4]
MNC5692134	[PF05562.1;WCOR413]
MNC5692135	[PF00071.11;Ras]
MNC5698233	[PF00005.12;ABC_tran]
MNC5698230	[PF01699.11;Na_Ca_ex]
MNC5698232	[PF00201.8;UDPGT]
MNC5698231	[PF01980.6;UPF0066]
MNC5698237	[PF00009.12;GTP_EFTU]
MNC5689332	[PF00234.9;Tryp_alpha_amyl]
MNC5688626	[PF00249.16;Myb_DNA-binding]
MNC5689331	[PF02887.4;PK_C]
MNC5692750	[PF03134.7;TB2_DP1_HVA22]
MNC5695863	[PF01095.8;Pectinesterase]
MNC5695865	[PF00125.10;Histone]
MNC5695859	[PF07718.1;DUF1606]
MNC5688748	[PF01040.7;UbiA]
MNC5688747	[PF00201.8;UDPGT]
MNC5688744	[PF00190.10;Cupin_1]
MNC5688740	[PF00793.9;DAHP_synth_1]
MNC5693995	[PF00034.8;Cytochrom_C]
MNC5693993	[PF03514.3;GRAS]
MNC5693992	[PF00432.9;Prenyltrans]
MNC5693991	[PF02826.5;2-Hacid_dh_C]
MNC5693997	[PF00097.10;zf-C3HC4]
MNC5697646	[PF00101.8;RuBisCO_small]
MNC5697644	[PF01439.7;Metallothio_2]
MNC5695582	[PF02797.5;Chal_sti_synt_C]
MNC5693050	[PF00583.10;Acetyltransf_1]
MNC5695586	[PF03062.7;MBOAT]
MNC5695583	[PF00149.14;Metallophos]
MNC5697642	[PF00274.8;Glycolytic]
MNC5691253	[PF01912.8;eIF-6]
MNC5691254	[PF00632.11;HECT]
MNC5691251	[PF00125.10;Histone]
MNC5691250	[PF03593.3;Nuclear_move]
MNC5693053	[PF00241.8;Cofilin_ADF]
MNC5696984	[PF00141.10;peroxidase]
MNC5696985	[PF00022.7;Actin]
MNC5696980	[PF03181.5;BURP]
MNC5696981	[PF05116.2;S6PP]
MNC5695716	[PF04185.2;Phosphoesterase]
MNC5695709	[PF00241.8;Cofilin_ADF]
MNC5695710	[PF00083.11;Sugar_tr]
MNC5695711	[PF01652.8;IF4E]
MNC5695712	[PF00005.12;ABC_tran]
MNC5695129	[PF00234.9;Tryp_alpha_amyl]
MNC5691665	[PF04819.2;DUF716]
MNC5690638	[PF03088.5;Str_synth]
MNC5690637	[PF00107.13;ADH_zinc_N]
MNC5690634	[PF02893.9;GRAM]
MNC5690635	[PF00026.12;Asp]
MNC5690629	[PF00141.10;peroxidase]
MNC5690632	[PF00561.8;Abhydrolase_1]
MNC5690631	[PF04525.2;DUF567]
MNC5689821	[PF00149.14;Metallophos]
MNC5696630	[PF01738.6;DLH]
MNC5696634	[PF00257.8;Dehydrin]
MNC5692967	[PF00076.9;RRM_1]
MNC5692962	[PF00011.8;HSP20]
MNC5694788	[PF05903.2;DUF862]
MNC5694787	[PF05757.1;PsbQ]
MNC5694786	[PF00125.10;Histone]
MNC5694780	[PF00453.7;Ribosomal_L20]
MNC5691949	[PF00076.9;RRM_1]
MNC5690492	[PF00319.8;SRF-TF]
MNC5690491	[PF02803.5;Thiolase_C]
MNC5690494	[PF00067.10;p450]
MNC5690493	[PF00240.11;ubiquitin]
MNC5690496	[PF00134.10;Cyclin_N]
MNC5690497	[PF00557.10;Peptidase_M24]
MNC5690471	[PF01504.8;PIP5K]
MNC5696050	[PF03171.8;2OG-FeII_Oxy]
MNC5692634	[PF02987.6;LEA_4]
MNC5693517	[PF03248.3;Rer1]
MNC5692631	[PF00107.13;ADH_zinc_N]
MNC5693514	[PF07859.1;Abhydrolase_3]
MNC5693515	[PF04862.2;DUF642]
MNC5693509	[PF00400.17;WD40]
MNC5692638	[PF00407.8;Bet_v_I]
MNC5689721	[PF00173.13;Cyt-b5]
MNC5689722	[PF00076.9;RRM_1]
MNC5689725	[PF05686.2;DUF821]
MNC5689726	[PF00544.8;Pec_lyase_C]
MNC5697552	[PF00025.10;Arf]
MNC5697551	[PF00044.10;Gp_dh_N]
MNC5697550	[PF01158.7;Ribosomal_L36e]
MNC5693164	[PF02190.6;LON]
MNC5697556	[PF00082.10;Peptidase_S8]
MNC5697555	[PF01777.7;Ribosomal_L27e]
MNC5697554	[PF00275.8;EPSP_synthase]
MNC5697553	[PF00318.8;Ribosomal_S2]
MNC5697558	[PF00550.10;PP-binding]
MNC5697557	[PF00025.10;Arf]
MNC5694988	[PF06957.1;COPI_C]
MNC5694987	[PF06487.2;SAP18]
MNC5694982	[PF02136.9;NTF2]
MNC5694986	[PF07320.1;Hin1]
MNC5694983	[PF00505.7;HMG_box]
MNC5698027	[PF03106.5;WRKY]
MNC5698020	[PF00004.15;AAA]
MNC5698022	[PF00501.13;AMP-binding]
MNC5698025	[PF07734.1;FBA_1]
MNC5697507	[PF00179.14;UQ_con]
MNC5696597	[PF04526.3;DUF568]
MNC5696598	[PF00071.11;Ras]
MNC5696596	[PF01634.8;HisG]
MNC5696594	[PF05684.1;DUF819]
MNC5696591	[PF00112.10;Peptidase_C1]
MNC5696592	[PF01381.9;HTH_3]
MNC5696590	[PF00080.8;Sod_Cu]
MNC5691411	[PF07714.2;Pkinase_Tyr]
MNC5691414	[PF03460.4;NIR_SIR_ferr]
MNC5691413	[PF00005.12;ABC_tran]
MNC5691416	[PF01070.7;FMN_dh]
MNC5693724	[PF02779.10;Transket_pyr]
MNC5693726	[PF04095.4;NAPRTase]
MNC5693719	[PF07719.2;TPR_2]
MNC5693720	[PF00777.8;Glyco_transf_29]
MNC5693722	[PF02800.6;Gp_dh_C]
MNC5695758	[PF01357.9;Pollen_allerg_1]
MNC5695243	[PF00244.8;14-3-3]
MNC5695754	[PF02089.5;Palm_thioest]
MNC5695751	[PF00722.9;Glyco_hydro_16]
MNC5695241	[PF01209.8;Ubie_methyltran]
MNC5691856	[PF00795.11;CN_hydrolase]
MNC5694171	[PF00201.8;UDPGT]
MNC5694175	[PF00201.8;UDPGT]
MNC5694176	[PF02991.5;MAP1_LC3]
MNC5690887	[PF00141.10;peroxidase]
MNC5690885	[PF00240.11;ubiquitin]
MNC5690884	[PF01535.8;PPR]
MNC5694832	[PF02271.5;UCR_14kD]
MNC5692447	[PF00298.8;Ribosomal_L11]
MNC5692448	[PF02201.6;SWIB]
MNC5694831	[PF04043.3;PMEI]
MNC5692443	[PF06749.1;DUF1218]
MNC5692149	[PF00013.15;KH_1]
MNC5694834	[PF04135.2;Nop10p]
MNC5692921	[PF00180.7;Iso_dh]
MNC5689325	[PF00173.13;Cyt-b5]
MNC5688722	[PF02797.5;Chal_sti_synt_C]
MNC5688721	[PF03966.5;DUF343]
MNC5688723	[PF00582.13;Usp]
MNC5688727	[PF01907.8;Ribosomal_L37e]
MNC5688278	[PF02221.5;E1_DerP2_DerF2]
MNC5697293	[PF01213.8;CAP]
MNC5697294	[PF00484.8;Pro_CA]
MNC5697296	[PF00227.13;Proteasome]
MNC5697289	[PF00722.9;Glyco_hydro_16]
MNC5697290	[PF05691.1;Raffinose_syn]
MNC5697291	[PF00085.8;Thioredoxin]
MNC5697292	[PF02837.6;Glyco_hydro_2_N]
MNC5697297	[PF00903.12;Glyoxalase]
MNC5697298	[PF02776.6;TPP_enzyme_N]
MNC5693978	[PF00255.8;GSHPx]
MNC5693977	[PF02797.5;Chal_sti_synt_C]
MNC5693970	[PF02065.8;Melibiase]
MNC5693969	[PF03372.8;Exo_endo_phos]
MNC5693974	[PF00254.14;FKBP_C]
MNC5694953	[PF00408.9;PGM_PMM_IV]
MNC5695523	[PF00097.10;zf-C3HC4]
MNC5695525	[PF06888.1;Put_Phosphatase]
MNC5695526	[PF00013.15;KH_1]
MNC5695519	[PF00670.10;AdoHcyase_NAD]
MNC5694951	[PF00478.11;IMPDH]
MNC5695521	[PF01360.9;Monooxygenase]
MNC5696794	[PF01781.6;Ribosomal_L38e]
MNC5696796	[PF01287.8;eIF-5a]
MNC5689145	[PF07719.2;TPR_2]
MNC5696924	[PF04367.2;DUF502]
MNC5696921	[PF01180.11;DHO_dh]
MNC5696920	[PF03947.6;Ribosomal_L2_C]
MNC5696927	[PF00190.10;Cupin_1]
MNC5697249	[PF00903.12;Glyoxalase]
MNC5697250	[PF01370.8;Epimerase]
MNC5694722	[PF01370.8;Epimerase]
MNC5694720	[PF00892.8;DUF6]
MNC5694719	[PF07386.1;DUF1499]
MNC5697745	[PF00076.9;RRM_1]
MNC5694728	[PF00647.7;EF1G]
MNC5694727	[PF00515.14;TPR_1]
MNC5690696	[PF04359.3;DUF493]
MNC5697743	[PF00121.7;TIM]
MNC5690689	[PF01434.6;Peptidase_M41]
MNC5697744	[PF01190.7;Pollen_Ole_e_I]
MNC5690698	[PF00012.7;HSP70]
MNC5696654	[PF00504.11;Chloroa_b-bind]
MNC5696653	[PF03999.2;MAP65_ASE1]
MNC5696655	[PF00571.15;CBS]
MNC5696651	[PF01095.8;Pectinesterase]
MNC5696657	[PF00403.13;HMA]
MNC5692675	[PF01504.8;PIP5K]
MNC5692979	[PF01439.7;Metallothio_2]
MNC5692982	[PF01370.8;Epimerase]
MNC5692981	[PF00076.9;RRM_1]
MNC5692984	[PF00656.10;Peptidase_C14]
MNC5692983	[PF00574.10;CLP_protease]
MNC5692986	[PF02535.10;Zip]
MNC5692985	[PF01875.7;UPF0103]
MNC5692988	[PF02734.5;Dak2]
MNC5692987	[PF03029.6;ATP_bind_1]
MNC5690518	[PF00156.12;Pribosyltran]
MNC5690517	[PF00240.11;ubiquitin]
MNC5690511	[PF03006.7;HlyIII]
MNC5690515	[PF00657.10;Lipase_GDSL]
MNC5692657	[PF04525.2;DUF567]
MNC5691632	[PF00722.9;Glyco_hydro_16]
MNC5691633	[PF00043.12;GST_C]
MNC5691635	[PF00226.16;DnaJ]
MNC5692650	[PF00230.8;MIP]
MNC5692649	[PF00198.11;2-oxoacid_dh]
MNC5692651	[PF03171.8;2OG-FeII_Oxy]
MNC5692655	[PF02121.6;IP_trans]
MNC5689740	[PF02020.7;W2]
MNC5689746	[PF01095.8;Pectinesterase]
MNC5691967	[PF00294.11;PfkB]
MNC5691968	[PF00177.9;Ribosomal_S7]
MNC5688158	[PF00034.8;Cytochrom_C]
MNC5691959	[PF00141.10;peroxidase]
MNC5691960	[PF00234.9;Tryp_alpha_amyl]
MNC5691962	[PF00112.10;Peptidase_C1]
MNC5691964	[PF00996.7;GDI]
MNC5688150	[PF00244.8;14-3-3]
MNC5697538	[PF00125.10;Histone]
MNC5697537	[PF03141.4;DUF248]
MNC5697068	[PF01055.13;Glyco_hydro_31]
MNC5697067	[PF01852.8;START]
MNC5697530	[PF00183.8;HSP90]
MNC5697529	[PF00270.15;DEAD]
MNC5697063	[PF02136.9;NTF2]
MNC5697062	[PF01336.10;tRNA_anti]
MNC5697061	[PF00083.11;Sugar_tr]
MNC5697060	[PF00828.8;Ribosomal_L18e]
MNC5697535	[PF02065.8;Melibiase]
MNC5692109	[PF02774.7;Semialdhyde_dhC]
MNC5692118	[PF00076.9;RRM_1]
MNC5694967	[PF00241.8;Cofilin_ADF]
MNC5687849	[PF00069.12;Pkinase]
MNC5694966	[PF00582.13;Usp]
MNC5687855	[PF01717.6;Methionine_synt]
MNC5688411	[PF03386.3;ENOD93]
MNC5688415	[PF05047.5;L51_S25_CI-B8]
MNC5688416	[PF00332.8;Glyco_hydro_17]
MNC5695446	[PF02453.7;Reticulon]
MNC5694516	[PF05056.2;DUF674]
MNC5694514	[PF03208.6;PRA1]
MNC5694510	[PF00400.17;WD40]
MNC5694509	[PF02716.4;Isoflavone_redu]
MNC5698046	[PF00201.8;UDPGT]
MNC5698039	[PF00226.16;DnaJ]
MNC5698040	[PF06200.1;Zim]
MNC5698048	[PF00365.7;PFK]
MNC5693745	[PF01042.9;Ribonuc_L-PSP]
MNC5693746	[PF02531.4;PsaD]
MNC5693743	[PF00190.10;Cupin_1]
MNC5693744	[PF02136.9;NTF2]
MNC5693748	[PF00378.8;ECH]
MNC5691398	[PF00730.12;HhH-GPD]
MNC5691389	[PF03547.6;Auxin_eff]
MNC5691393	[PF00232.8;Glyco_hydro_1]
MNC5695730	[PF05564.2;Auxin_repressed]
MNC5695263	[PF00004.15;AAA]
MNC5695734	[PF01667.6;Ribosomal_S27e]
MNC5695733	[PF01283.8;Ribosomal_S26e]
MNC5695736	[PF04718.4;ATP-synt_G]
MNC5695259	[PF00396.8;Granulin]
MNC5695737	[PF00125.10;Histone]
MNC5687263	[PF00324.10;AA_permease]
MNC5695881	[PF04043.3;PMEI]
MNC5695884	[PF00097.10;zf-C3HC4]
MNC5695883	[PF01215.8;COX5B]
MNC5695888	[PF03153.3;TFIIA]
MNC5695887	[PF03171.8;2OG-FeII_Oxy]
MNC5694153	[PF00332.8;Glyco_hydro_17]
MNC5690826	[PF01920.8;KE2]
MNC5690819	[PF00582.13;Usp]
MNC5690821	[PF00561.8;Abhydrolase_1]
MNC5690822	[PF00304.8;Gamma-thionin]
MNC5696355	[PF00076.9;RRM_1]
MNC5692173	[PF01912.8;eIF-6]
MNC5692174	[PF00253.10;Ribosomal_S14]
MNC5692423	[PF06694.1;Plant_NMP1]
MNC5692169	[PF00144.12;Beta-lactamase]
MNC5692171	[PF00166.9;Cpn10]
MNC5692172	[PF00043.12;GST_C]
MNC5692428	[PF00628.15;PHD]
MNC5691026	[PF02803.5;Thiolase_C]
MNC5688909	[PF00234.9;Tryp_alpha_amyl]
MNC5688911	[PF00150.7;Cellulase]
MNC5688539	[PF04525.2;DUF567]
MNC5698278	[PF01151.8;ELO]
